Job Title,Company Name,Location,Publishing Date,Job Type,Skills,Job Requirements
Senior DevOps Engineer,Cegedim -,"New Cairo, Cairo, Egypt ",Posted 17 days ago,Full Time,Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · System Administration · Linux · Network Adminstartion · Engineering · Windows Systems · MongoDB · Oracle · PostgreSQL,"Required Skills:Bachelor Degree in Engineering (Computer or Network or Communication ) is a must, the master degree will be highly appreciatedDeep experience in administration of Linux and Windows systemsKnowledge of the creation of Linux packaging: rpm/debExpert in database administration of : Oracle / MongoDB / PostgreSQLProfound knowledge in Scripting: Python / Bash / Powershell / Groovy / GoCI / CD: Git / Jenkins / SaltStack / Docker /Maven/JiraDesirable skills:Container-orchestration: Kubernetes is a plusKnowledge of API, REST, and HTTP concepts is a plusJ2ee knowledge including spring, JPA, JMS is a plusNodeJS knowledge is a plus"
,,,,,,
"Lead Software Engineer (Typescript/Node) (REMOTE/RECRUITMENT IN Q3, 2022)",Aurora Tech N.V. -,"Cairo, Egypt ",Posted 17 days ago,Full TimeWork From Home,Full TimeWork From HomeManager · 2 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · MySQL · Programming · Software Development · Software Engineering · APIs · Agile · Computer Science,"We’re looking for someone with at least 2 years of experience in leading a team and who is familiar with the following software/tools:Experience implementing object-oriented design patternsExperience utilizing TypeScript for node.js back-ends that interact with TypeScript (JavaScript)Hands-on experience working with relational database design using MySQLStrong DevOps focus and experience building and deploying infrastructureExperience with test-driven development and automated testing frameworksExperience with Scrum/Agile development methodologiesCapable of delivering on multiple competing priorities with little supervisionExcellent verbal and written communication skillsExperience with modern programming languages like Java, Python, etcExperience with building APIs and services using REST, SOAP, etc.Experience with NEST.JS is a huge plus."
,,,,,,
Senior Front End Developer,Dafater -,"Nasr City, Cairo, Egypt ",Posted 19 days ago,Full TimeWork From Home,Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · front-end · CSS · Information Technology (IT) · JavaScript · Python · Software Development · Web,"+3 years as a Front-End DeveloperBachelor's degree in Information Technology or  any related fieldGood level of written and speaking understand and deal with an ERP systemExcellent knowledge of CSS, HTML, JavaScript.Proficiency and practical experience in jQuery.Ability to understand and analyze project and dataBasic knowledge of Python languageKnowledge of back-end web programming standards and data retrieval from databases"
,,,,,,
NodeJS Backend Developer,Genwin -,"Obour City, Cairo, Egypt ",Posted 19 days ago,Full TimeWork From Home,Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Computer Science · Information Technology (IT) · Software Development · Microservices · NoSQL · Nodejs · javaScript,"Essential Qualifications and ExperienceBachelor of Computer Science or Engineering.Min 3 years’ experience in developing backend systems with NodeJSTechnical skills (Must Have):Experience with NodeJS and typescript.Excellent command of work with MYSQL and MongoDB.Good knowledge of Microservices architectures.Good knowledge on webservices (REST).Knowledge of working with Agile Software Development, Scrum Framework and JiraExperience with code source control using GIT.Technical skills as a plus:Experience with NestJSExperience with PythonGood knowledge of Kafka, Elastic SearchGood knowledge on NoSQL (REDIS)Familiar with front end development VueJSPersonal skills & Qualifications / Experience:Eager to learn new innovative technologies and grow in startup environmentsExcellent Communication and comfortable with working in a remote environments.Attention to details.Work under pressure and flexible time."
,,,,,,
Full Stack Engineer,Assistive Technologies -,"New Capital, Cairo, Egypt ",Posted 19 days ago,Full Time,Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Full Stack · Engineering · Computer Engineering · Information Technology (IT) · Java · PHP · JavaScript,"Bachelor’s degree in Computer Engineering or Computer Science.Previous experience as a full-stack engineer (3-4 years of work experience)Advanced knowledge of front-end languages including HTML5, CSS, JavaScript, and C++ Proficient in back-end languages including Java, Python, Rails, Ruby, .NET, and PHP.Knowledge of database systems and SQL.Advanced troubleshooting skills.Familiarity with JavaScript frameworks.Good communication skills.High-level project management skills."
,,,,,,
"C++ Software Developer, (Seniors ) - Multinational",Pillars -,"Cairo, Egypt ",Posted 21 days ago,Full Time,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · C++ · Python · Software Development · Development,"SkillsMust haveAcademic degree in computer science, mechatronics, electronic engineering, telecommunication engineering or similar qualification, PhD welcomeStrong OOP and C++background, also in new standards (11, 14)Strong software debugging skills, understanding of performance optimizationVery good understanding of the software development process, preferably in the automotive areaStrong communication skills in EnglishNice to haveRelevant Degree field with international experience in industrial R&D projectsExperience with Python (numpy/scipy/matplotlib)Experience with Bazel, gdb, gcc, memory&CPU profilingExperience with embedded and/or real-time systemsExperience in Automotive (CAN, LIN, Flexray, Ethernet, Autosar Classic/Adaptive, functional safety, etc.)Experience in AI, Robotics, Machine Learning, Computer Vision or similarExperience in ROSKnowledge of MISRA standardEnthusiasm for embedded systems and automotiveProbability theory, statistics, linear algebra, geometry, optimizationGerman language knowledge Would Be a plus"
,,,,,,
Senior Ruby on Rails Engineer,Terkwaz Solutions -,"Riyadh, Saudi Arabia ",Posted 17 days ago,Full TimeWork From Home,Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Rails · Ruby · Ruby on Rails · Back-End Development · AWS · IOT · Software Development · Web Development,"4+ years of experience in web development.3+ years of experience in Ruby on Rails3+ years of experience in designing and implementing RESTful APIs.3+ years of experience in designing schemas for relational databases.Experience in deploying web applications to any cloud provider.Experience in git and must be able to work with advanced branching and merging strategies.Experience in OpenAPI and Swagger generation tools.Experience in writing unit and integrations tests.Experience in agile development methodology.Excellent analytical and problem-solving skills.Excellent knowledge of web development best practices for performance, security, and maintainabilityExperience in integrating applications with 3rd party web services.Excellent written and spoken English.Proven ability to deal with ambiguity.Good communication and critical thinking skills.Experience in building infrastructure for IoT applications is a plus.Experience in working with message queues like AWS SQS, RabbitMQ, or Kafka is a plus.Some experience with front-end or cross-platform mobile development is a plus."
,,,,,,
Senior Software Tester Automation,FlairsTech -,"Maadi, Cairo, Egypt ",Posted 17 days ago,Full TimeWork From Home,Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Testing · QC · Manual Tester · Computer Science · Quality Control · Information Technology (IT) · Quality Assurance,"Computer Science, Math or Engineering degree, and/or relevant software development or quality assurance experience (4+ years)3-5 years of experience developing, maintaining and executing test strategies and plans.3-5 years experience in creating and maintaining a test automation framework. 3-5 years experience working in Windows, .Net, C# environments.Min 3 years experience working with, writing queries for and debugging MS SQL databases.3-5 years experience testing APIs and integration with other solutions.Experience working with multiple Windows Servers, networking and VMWare.Must have excellent written and verbal communication skills in English.Self-starter with strong analytical and problem solving skills.Ability to multi-task and work independently.Ability to direct and assist in problem resolution.A desire for learning and process improvement.Skills considered assets:Knowledge of hardware installation and configuration.Experience with Jira/Confluence.ElasticSearch"
,,,,,,
Odoo Developer,ECS - Energy & Contracting Solutions -,"Maadi, Cairo, Egypt ",Posted 24 days ago,Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · JavaScript · jQuery · PostgreSQL · Python · XML · Programming · Git,"• Working experience with Python• At least 3 years of experience of Odoo development specifications• Strong debugging and troubleshooting skills• Strong Technical Knowledge in Object-Oriented Programming Concepts and data structures.• Develop apps/features• Understand Relational databases• Working experience with relational database design and modeling• Working experience with relational database management systems (PostgreSQL,)• Expertise in HTML, XML, JavaScript, and JQuery.• Solid expertise with GIT or equivalent source control system.• Good knowledge of business processes.• Experience in setup Odoo servers & databases.• Experience in data migration in Odoo• Object-oriented programming, object modeling, and relational database• Quick & Autonomous learner• Good speaking &understanding of English  reading & writing "
,,,,,,
Data Scientist & BI Developer,Easy System -,"Mokattam, Cairo, Egypt ",Posted 18 days ago,Full Time,Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Data Science · Information Technology (IT) · Data · Computer Science · Oracle Obiee · Microsoft Power BI · Power BI,"Able to utilize analytical, statistical, and programming skills to collect, analyze, and interpret large data sets. Then use this information to develop data-driven solutions to difficult business challenges. Have the ability to work with several data Science libraries. also you will need to have a good knowledge about BI tools like oracle OAC , Microsoft Power BI …etc"
,,,,,,
Data Science Instructor,EpsilonAI -,"Nasr City, Cairo, Egypt ",Posted 21 days ago,Full TimePart TimeFreelance / Project,Full TimePart TimeFreelance / ProjectEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor · Data Science · Computer Science · Computer Engineering · Python · Machine Learning · Deep Learning · Artificial Intelligence (AI),"Expert level in Python including Numpy, Pandas, Scikit-learnProficiency in Relational and non-relational databases, and Cloud computing with in-depth knowledge of machine learning and artificial intelligence libraries, and APIs.Strong foundation in MathematicsExpert level in MLlibExcellent programming skills (including OOP and preferably functional programming)Solid Understanding of Machine Learning Models; Data Preparation, Cleaning up data; Mathematics; Model DeploymentSolid understanding of Data Science techniquesExcellent software engineering skills (Agile methodologies, Git, continuous development, etc.)Lead project sprints, helping Trainees scope and execute larger technical projects to demonstrate mastery of each content moduleDiligently respond to Trainees needs and questions during the course scheduleActs as a technical mentor guiding Trainees on a technical journey of discoveryWorking experience in data scienceBachelor’s degree (or higher) in -Computer Science or related field preferredA minimum of 1-year experience with research/development/application of Data ScienceExperience using technology and interactive electronic materials to support teaching and learning.Experience using a Learning Management System such as Google Classroom, Canvas"
,,,,,,
Odoo Developer,SITA EGYPT -,"6th of October, Giza, Egypt ",Posted 23 days ago,Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Business Systems · Python · PostgreSQL · CSS · Database · HTML · Computer Science · Odoo,Experience in PostgreSQL database.Experience in integrating Odoo with Other Business Systems.Ability to learn fast and execute accordinglyExperience in Developing a new Odoo (OpenERP) Module and extension of the Odoo (OpenERP) framework and its existing modules.8
,,,,,,
Systems Analyst,Confidential -,"Maadi, Cairo, Egypt ",Posted 19 days ago,Full Time,Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · System Analysis · Business Analysis · SQL · Data Analysis · Computer Science · Information Systems · Information Technology (IT),"Computer Science, Management of Information Systems or related fieldStrong computer, software, and analytical skillsProven ability to assess business needs and translate them into relevant solutionsStrong understanding and knowledge of the principles and practices associated with database maintenance and administrationExperience installing, configuring, documenting, testing, training, and implementing new applications and systemsExperience with web-based technologiesProduct ManagementSQLPython (Preferred)Data Analysis (using Tableau or Power BI)Fluent in English"
,,,,,,
Odoo Developer - Remotely (Urgently),Confidential -,"Cairo, Egypt ",Posted 20 days ago,Full TimePart TimeWork From Home,Full TimePart TimeWork From HomeEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Python · Odoo · IT · Information Technology (IT) · Computer Science,1 to 5 years of experienceCan work in community versions and enterpriseAble to learnCan work on Odoo sh and vpsHave the ability to work in migrations of version of odoo.Functional of odoo is optionalPlease mention your expected salary
,,,,,,
Senior RPA Developer .Net,SmartTech Systems -,"Nasr City, Cairo, Egypt ",Posted 23 days ago,Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · English · Information Technology (IT) · Development · Programming · Python · Software Development · Typescript,"Minimum 3 - 5 years of experience in .NET and Uipath Development are mandatory.Above-average English communication skills and presentation skills are mandatory.Must be Uipath Certified Senior developer / Solutions architect.Uipath MVP is desirable and highly advantageous.Strong hands-on programming experience on .NET Framework and C#.Strong knowledge of WPF and windows workflow foundation.Working knowledge of Angular, Typescript, and Node Js.Linux and Python experience will be advantageous.Exceptional ability and tenacity for complex problem-solving.Ability to learn any new technologies quickly."
,,,,,,
Linux System Administrator,Dimofinf Operations Center -,"Nasr City, Cairo, Egypt ",Posted 26 days ago,Full TimeShift Based,Full TimeShift BasedExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Linux · Hosting · Information Technology (IT) · Computer Science · Web Hosting · CPanel · WHM,"
First class knowledge of the Linux operating system & Linux web hosting environment
Advanced knowledge of cPanel/WHM control panel
Knowledge of bash shell scripting, Perl, Python (or at least one of them)
Familiarity with the web server related technologies such as: Apache, Nginx , PHP-fpm, MySQL, PHP, Exim and other MTAs, Spam Assassin, Bind, PureFTPD and Tomcat.
Ability to compile software such as the Linux kernel, Apache, extensions
"
,,,,,,
Senior Odoo Developer,Ejadtech -,"Dokki, Giza, Egypt ",Posted 26 days ago,Full Time,Full TimeExperienced · 6 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Git · HTML · jQuery · JavaScript · XML · Development · Software Development,"QualificationsWorking experience with Python4:5 years of experience of Odoo development specificationsStrong debugging and troubleshooting skillsStrong Technical Knowledge in Object-Oriented Programming Concepts and data structures.Develop apps/featuresUnderstand Relational databasesWorking experience with relational database design and modelingWorking experience with relational database management systems (PostgreSQL,)Bachelor CS Degree is a plusExpertise in HTML, XML, JavaScript, and JQuery.Solid expertise with GIT or equivalent source control system.Good knowledge of business processes.Experience in setup Odoo servers & databases.Experience in data migration in OdooObject-oriented programming, object modeling, and relational databasePassion for developmentQuick & Autonomous learnerGood speaking &understanding of English  reading & writing"
,,,,,,
Senior Software Engineer,WeStore -,"Cairo, Egypt ",Posted 24 days ago,Full Time,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Amazon AWS · Software Development · Software Engineering · Ecommerce · AWS Cloud · Agile · Python,"Ability to manage and prioritize multiple tasks and projects and assist/advise your engineers in establishing appropriate prioritiesTechnical experience that spans Application Development, Infrastructure, and CloudResearches and evaluates new technologies to identify business solutions across the firm.A great team player and positive-mindedManage features through the development life cycle from sprint start to releaseManage the overall Agile cycle engagement, ensuring meetings, iterative development, estimations and design sessions are leveraged properly for a quality productStrong, current knowledge of modern web application development technologies including HTML5, CSS3, JavaScript, REST, Microservice Architecture, React, Vue, JQuery, JSON, and mobile technologiesStrong understanding of SQL, no-SQL, and in-memory databases including Microsoft SQL Server, MongoDB, Redis, PostgreSQL.Curious, love to learn and to dig into new technologies and can pick them up quicklyContribute to architecture, coding, test plans, project plans, deployment planning and operations to drive excellence and steer team towards its goalsGood knowledge of Node JS, Vue, and PHP"
,,,,,,
Hardware Engineer,El-Sewedy Electrometer -,"6th of October, Giza, Egypt ",Posted 26 days ago,Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Telecommunication · Information Technology (IT) · Computer Science · Computer Engineering · Python · Computer Hardware · Hardware Implementation,"
Bachelor Degree in communication and electronics
3-5 years of experience
Leadership and hard worker
Altium, Orcad, Matlab, CST, Eagle, MPLAB
Python
"
,,,,,,
Google Cloud Engineer,"Nile Bits, LLC -","6th of October, Giza, Egypt ",Posted 25 days ago,Full TimeWork From Home,Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Google cloud · google · Information Technology (IT) · APIs · Computer Science · Engineering · Infrastructure · NodeJS,"Must be certified by Google.Proven experience (5 years +) of developing & delivering data engineering solutions, with experience specifically on Google Cloud Platform, including:ETL/ELT modelsServerless compute (which includes Cloud Run/Google Cloud Functions),PubSub, BigQuery, GCS,Google Data Catalog,Spark/Hadoop via Dataproc,Data Loss PreventionHighly skilled understanding of advanced SQLProficiency in Python and NodeJS (specifically focused in data and APIs)Experience developing Infrastructure as Code (preferably via Terraform)Familiarity with data orchestration tooling, such as Airflow, Prefect, Argo or Dagster."
,,,,,,
Computer Vision Engineer,A1Softech -,"Maadi, Cairo, Egypt ",Posted 26 days ago,Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Algorithms · Information Technology (IT) · Python · Deep Learning · TensorFlow · NumPy · Tracking algorithms,2+ Years Experience .
,,,,,,
Product Technical Writer,Mobile Wave 3 -,"Nasr City, Cairo, Egypt ",Posted 25 days ago,Full Time,Full TimeExperienced · 3+ Yrs of Exp · Writing/Editorial · IT/Software Development · Engineering - Telecom/Technology · Technical Writing · English · C++ · Python · HTML · CSS · LMS,"Technical Writer education and experienceBachelor’s degree in relevant technical field or BA in English, writing, communications, curriculum development, or software/computer engineeringMA in technical writing a plus3+ years’ industry experience as an effective technical writer2+ years of past experience working with Agile/Scrum or similar collaborative tools a plusTechnical Writer skills and qualificationsProven ability to quickly learn and understand complex topicsPrevious experience writing documentation and procedural materials for multiple audiencesSuperior written and verbal communication skills, with a keen eye for detailExperience working with engineering to improve user experience: design, UI, and help refine content and create visuals and diagrams for technical support contentPreferred qualificationsDesirable knowledge of coding and scripting languages, such as C++, Python, HTML, CSS, and JavaScript.Familiarity with content and learning management systems (CMS and LMS)Ability to effectively use of analytics to improve user-facing content and applicant programming interface (API)Proven ability to handle multiple projects simultaneously, with an eye for prioritizationFirm understanding of the systems development life cycle (SDLC)Previous software development experienceCertification through the Society for Technical CommunicatorsExperience using XML tools to create documentationExperience with product development, including past use of product development softwareDesirable grant writing or scientific publishing experience "
,,,,,,
Frontend Developer,Egyptian Medical Syndicates Union -,"Sayeda Zeinab, Cairo, Egypt ",Posted 27 days ago,Full Time,Full TimeExperienced · 2+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · React · JavaScript · Python · Software Development · Programming · Frameworks,"Qualifications, experience, skills and competenciesExcellent programming skills in Javascript or python or Dart or PHPExcellent knowledge in one of the modern web application frameworks including but not limited to: Springboot, React, Vue, Django, LaravelKnowledge of security, encryption and authenticationknowledge of containersBusiness application experience is a plusKey Presonal AbilitiesAbility to learn new technologies and systemsAbility to communicate effectivelyResponsible and dependableCritical thinking and troubleshooting"
,,,,,,
Junior Full Stack Developer (.Net Core & Angular 9+),Dryve  -,"Cairo, Egypt ",Posted 26 days ago,Full Time,Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · .Net · ASP.Net · SQL · Web Development · Software Development · .Net Core · Full Stack Development,Must to have:Bachelor's degree in Computer Science (or related field).1+ years of relevant work experience.Solid Knowledge in OOP and OOD using C#.NET.Solid experience in web development using ASP.NET Core.Solid experience in frontend development using Angular 9+ is a must.Solid experience in designing and working with Restful Web APIs is a must.Good experience in using “Repository & Unit of Work” design patterns is a must.Good knowledge of using “Command & Mediator” design patterns is a must.Good knowledge of working with Micro-services architecture.Good experience in using SQL Server and T-SQL to design complex queries.Solid experience GIT as version control.Prior experience of working in an agile environmentNice To have:Good knowledge of working with Micro-services architecture.Prior experience of working with state management (NGRX) in the frontend.Having No SQL Skills.Having skills in Azure Development.Good knowledge of working with message broker such RabbitMQ.Good knowledge of working with Redis Cache. Good Knowledge of using Docker.Having skills in DevOps (CI & CD).Having experience in other backend languages such as Python or NodeJs.Good command of both written and spoken English.
,,,,,,
Senior Full Stack Developer (.Net Core & Angular 9+),Dryve  -,"Cairo, Egypt ",Posted 26 days ago,Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · .Net · ASP.Net · SQL · Web Development · Software Development · .Net Core · Full Stack Development,Must to have:Bachelor's degree in Computer Science (or related field).3+ years of relevant work experience.Solid Knowledge in OOP and OOD using C#.NET.Solid experience in web development using ASP.NET Core.Solid experience in frontend development using Angular 9+ is a must.Solid experience in designing and working with Restful Web APIs is a must.Solid experience in using “Repository & Unit of Work” design patterns is a must.Good experience in using “Command & Mediator” design patterns is a must.Good knowledge of working with Micro-services architecture.Solid experience in using SQL Server and T-SQL to design complex queries.Solid experience GIT as version control.Prior experience of working in an agile environmentNice To have:Prior experience of working with state management (NGRX) in the frontend.Having No SQL Skills.Having skills in Azure Development.Prior experience of working with message broker such RabbitMQ.Prior experience of working with Redis Cache. Good Knowledge of using Docker.Having skills in DevOps (CI & CD).Having experience in other backend languages such as Python or NodeJs.Good command of both written and spoken English.
,,,,,,
R&D Engineer,Simplex -,"Nasr City, Cairo, Egypt ",Posted 28 days ago,Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · R&D/Science · Creative/Design/Art · Engineering - Other · Design · SolidWorks · Mechatronics · Electronics · Programming · Software · CAD,"Degree in Mechatronics Engineering.2-3 year of ExperienceExperience with CAD/CAM software (SolidWorks is a must, PowerMill, ArtCAM, etc.)Knowledge of electronics (circuits, sensors, actuators, touch screens, etc.).Experience with programming languages (Python, C++, etc.).Able to work and solve problems independently.Experience with CNC programming and machining, G code modifications at the machine.Male is preferred. "
,,,,,,
Game Development Lead,Confidential -,"Cairo, Egypt ",Posted 29 days ago,Full Time,Full TimeManager · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Game development · Game · Design · 3D · Information Technology (IT) · Programming · Games,"Qualifications needed:Bachelor’s degree in a computer science field or related diploma of game development and up to five years of experience in game design and development.Preferred to have prior experience working full-time hours in-game studios or at software companies.Competent Knowledge of gaming software like Unity as a priority, or Unreal Engine as additional skills.Knowledge of Code editors (Sublime Text, Atom, or Visual Studio.Knowledge of automated testing tools (Selenium, or Junit)Have creativity with artistic ability in addition to technical skills.Knowledge of game-focused programs includes specialized 3D design to implement assets, animation, game design theory, game engines, and game production.Leadership skills to lead a team making sure all codes are consistent and aligned  with instructionsKnowledge of any well-known Programming language for games (any like  Java, C+, C++, Python, Swift, JavaScript, or other programming languages)knowledge of Jira"
,,,,,,
JavaScript Developer - Cairo,Paymob Solutions -,"Maadi, Cairo, Egypt ",Posted 29 days ago,Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · javaScript · Information Technology (IT) · Front-End · HTML5 · Software Development · Django · Computer Science · AngularJS,"Strong understanding of JavaScript, its quirks, and workaroundsGood understanding of PythonBasic understanding of web markup, including HTML5 and CSS3Good understanding of advanced JavaScript libraries and frameworks such as AngularJS, KnockoutJS, BackboneJS, ReactJS, Django, etc.}}Good understanding of asynchronous request handling, partial page updates, and AJAXProficient understanding of cross-browser compatibility issues and ways to work around such issuesFamiliarity with JavaScript module loaders, such as Require.js and AMDFamiliarity with front-end build tools, such as Grunt and Gulp.js"
,,,,,,
Senior Devops Engineer,Andela -,"Cairo, Egypt ",Posted 1 month ago,Full TimeFreelance / ProjectWork From Home,Full TimeFreelance / ProjectWork From HomeExperienced · 2 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Software Engineering · Engineering · Software · Development · Agile,"A minimum of 2+ years of professional experience, during which you’ve built technical expertise and professionalism.We are interested in a candidate from any background as long as you have a solid understanding of core computer science principles. Here’s an abbreviated list of interesting technologies we currently use:Node.js with TypeScriptAngularPostgresPlatform: Google Cloud, Docker, NATS messaging system, Kubernetes, Terraform, VaultRequired:At least 2 years of software development experienceSolid foundation in Linux administration and troubleshootingExperience with system scripting languages like Bash, Python or GolangExperience with Docker and container orchestration tools like Kubernetes, ECS, Docker SwarmDeeply familiar with concepts like DevOps, Continuous Delivery, and TDDExperience with working with tools like Terraforms, Ansible, Chef, PuppetExperience with at least one major cloud providerStrong understanding of computer science principlesExperience working in an agile environment (standups, sprint planning, retrospectives, etc)Solid written and verbal communicationExperience with system automationExperience with distributed systemsPreferableExperience building large-scale and highly available distributed systems"
,,,,,,
Linux Administrator (Remote),ServerHub -,"Dallas, United States ",Posted 1 month ago,Full TimeWork From Home,Full TimeWork From HomeExperienced · 2 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Linux · Linux administrator · Information Technology (IT) · Azure · AWS · System Administration · Computer Science · Networking,"What We Require:Strong background with technology and Linux systemsExperience with IP networking, VPNs, DNS, load balancing, and firewalling conceptExperience with Cloud Virtualization technologies such as KVM, Xen, etcInstall, configure, automate, and monitor various Cloud Services (IaaS, PaaS, and SaaS).Hands-on experience with other cloud-hosted solutions, e.g. AWS, Google Compute, Azure, DigitalOceanProficiency with configuration management tools such as Ansible, Chef, Puppet, Salt, etc.Plus Points:Programming/Scripting. (Ruby, Python, Go, Bash, PHP)Source Code Management. (Git)Virtualization. (KVM, Xen)Open Source (CoreOS, Docker, Vagrant)Experience in building, running, and scaling microservices using Kubernetes, Serverless, Docker, monitoring services like (Prometheus, DataDog, New Relic, etc.), etc. is strongly preferred."
,,,,,,
Full Stack Developer (Fully Remote Working),Confidential -,"Alexandria, Egypt ",Posted 1 month ago,Full Time,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Python · React · SQL · JavaScript · AWS · Agile,"Several years experience in python or a similar back-end language.Have experience working with React Native and react web.Should have experience building cross applicationsTo support video, interaction, and presentationspecial effects and interactive iconsStrong written and verbal communication skills. Explaining complex technical concepts to designers, POs, and other engineers is no problem for youYou can lead technical architecture discussions and help drive technical decisions within your teamYou have a strong dedication to code quality, automation, and operational excellence through unit tests, documentation, and workflowDesigning and building new system architecturesYou like working in a cross-functional, agile product team in which everyone is 100% committed to making the product a success.You are interested in lean-startup and lean thinking in general. • You take pride in the quality of your work and in producing clean, well tested codeYou work well in a team and enjoy working with others to come up with new ideas or identifying things that can be done better.Working knowledge of CI/CD pipelines and modern tools like Docker.Knowledge of writing database queries for both SQL and NoSQL databaseProficient understanding of code versioning tools, such as Git.Experience working with any set of the following: web sockets, component-based frameworks Bonus:selenium WebDriver and automated testing experienceEnergy and enthusiasm for working with other developers collaboratively in an agile team.A passion for developing inspiring software applications using modern technologies.AWS infrastructureQualifications:A university degree in Computer Science is preferred4 years of related experience or training in Development, programming languages or the equivalent combination of formal education and experience.Must be results-orientated and able to work both independently and within a team environment."
,,,,,,
Odoo Developer,Open Source  -,"6th of October, Giza, Egypt ",Posted 1 month ago,Full Time,Full TimeExperienced · 2 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CSS · JavaScript · Odoo · PostgreSQL · Python · XML · jQuery · HTML,"Bachelor's degree university in a related field required (Computer science or Engineering).Excellent programming logic and skills.Strong knowledge of Python & PostgreSQL database.Linux experience (preferably Ubuntu).Solid understanding of Object Oriented Design and Programming.Experience in Developing new Odoo (OpenERP) Module and extension of the Odoo (OpenERP)framework and its existing modules.Experience in Odoo architecture & MVC.Experience in integrating Odoo with Other Business Systems.Experience with GIT or equivalent source control.Experience in HTML, XML, JavaScript, CSS, Bootstrap and JQuery(preferred)."
,,,,,,
Business Intelligence Developer,Maxab -,"Cairo, Egypt ",Posted 1 month ago,Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · Business Development · Business Development · Tableau · Business Intelligence · Data Analysis · Python,2-3 years of relevant experience.Tableau experience is a must.
,,,,,,
QA Automation Tester,Confidential -,"Cairo, Egypt ",Posted 1 month ago,Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Engineering · automated testing · Engineering · Information Technology (IT) · Manual Testing · Quality Assurance · Python,"Qualifications:Education: Bachelors or Master s degree in Computer Science, Information Technology, Computer engineering or a related fieldExperience: 3 to 5 years of work experience in manual testing Proficiency in Python programming and Django knowledge is an added plus Experience in Automated Testing using Robot framework Good knowledge of operation systems and web-based technologies like REST Basic understanding of Advertising domain is desirable Self-starter and should be able to work with minimal supervision Experience in product based development would be a plus "
,,,,,,
